"age","repub","MIP"
49,0,"taxes (about) too high, the interest rate. the ira only rate mortgage payment. t"
44,1,"children"
35,1,"increased financial pressure on families"
46,0,"the haves and the have not not a strong balance in the economy"
38,0,"economy"
65,0,"um, bad morality, lying about the president and other political people"
43,1,"we don't recognize poverty for what it is"
28,0,"family values"
57,1,"education"
56,1,"fuel prices will bring us trouble"
64,0,"the corruption in the government"
63,1,"racism"
18,1,"violence"
30,0,"lack of acknoledgement of the exisitense of and be acount.n to him"
30,1,"i am a foreigner myself - I don't know if i'm the right person to ask. Traffic."
46,0,"drugs"
44,1,"gun control"
57,1,"drugs"
79,0,"Guns, and drugs, and things like that"
30,1,""
30,1,"RELIGION"
67,0,"integergy"
75,1,""
33,1,"lack of education"
40,1,"std's"
36,0,"children's lack of respect for adults"
77,0,"immigration, ssc"
41,0,"moral issues"
42,0,"gangs"
49,0,"poor leADESHIP"
83,0,"immorality"
25,1,"guns"
31,0,"the president cant be trusted"
35,0,"bill clinton"
72,1,""
29,0,""
39,1,""
50,1,"education"
20,0,"gas"
30,1,"racisim"
35,0,"lack god"
28,0,"family falling apart"
86,1,"gun control"
72,0,"high moral decline in pres and his people"
36,1,"show on tv very violent and explicent"
38,1,"lack of morals"
75,1,"drugs"
45,1,"racisim"
74,0,"cost of prescription drugs, and seniors not getting enough to live on in their s"
48,1,"education"
52,0,"immorality"
65,0,"condition of young people and how they are growing up"
40,0,"decinigration of the american family"
25,0,"education, being able to obtain an education"
34,1,"lack of fear of god"
37,0,"morals"
56,1,"debt"
62,1,"racism"
35,0,"morals"
18,0,"RACISM"
55,0,"unsoliciated phone calls"
41,1,"campaign finance"
55,1,"VIOLENCE ON TV AND MOVIES"
81,1,"Paying too much for medicine."
58,1,"CRIME"
19,1,"death"
42,0,"job security"
41,1,"violence"
39,0,"drugs"
49,1,"over population"
47,0,"education"
48,1,"Pretty tough questions. I guess drugs and crime (most) I think parenting is a pr"
50,1,"social security"
36,0,"youth,"
61,0,"immorality"
37,1,"Healthcare.  HMO Managed Healthcare.  Idon't think that these businesses should "
18,0,"drug presctions going up"
35,1,"racism"
30,1,"gas prices"
49,0,"Drugs"
20,1,"education"
56,1,"finance"
72,1,"influx of people from other countries w/ no background and not doing anything."
50,1,"drugs"
31,1,"amount of money being spent in other countries when could be spent here solving "
19,0,"drugs"
72,1,"young people"
36,1,"lack of disipline among children"
37,0,"poverty"
53,1,"not having enough health care, low wages"
63,1,"interest rates"
32,1,"education"
38,1,"i would say,crime"
30,1,"minimum wage"
44,0,""
83,0,"violence"
47,0,"education"
46,0,"immigrtion"
30,1,"school system"
62,0,"unethical government"
41,1,"lack of equal education"
38,1,"youth gang and violence"
82,0,""
23,1,"the health of the latin community because it is too expensive for insurance"
53,0,"mall decay"
67,1,"drugs"
37,0,"drugs"
63,1,"violence"
47,1,"health care"
32,1,"price of gas"
63,0,"corruption in the government"
28,1,""
45,1,"integrity for the office"
81,1,"ethics"
38,0,"public education"
38,1,"the violence in schools and drugs"
80,1,"attitude of younger people me first"
39,1,"health cares issues"
69,1,"gas prices"
50,1,"violence"
58,1,"whos gonna be the next president"
32,1,"drugs"
60,1,"campain finance reform"
46,0,"jg"
45,0,"nuclear weapons"
56,1,"drugs"
38,1,"imports and exports always give and have to pay to get it back"
58,0,"drugs"
59,0,"education"
72,1,"i hadnt thought about it, right its gas prices"
23,1,"economy"
47,1,"gasoline prices"
70,1,"education"
32,0,"killing and drugs"
48,1,"I'm a social worker.  I think the economic outlook looks good, but it doesn't lo"
36,1,"I think it is the education of our children.  I think more money should be provi"
30,1,"example set for the teenage women today"
49,1,""
46,1,"crime"
75,1,"children going biszerk"
42,1,"enviroment"
65,0,"IMMERGRATION"
18,0,"um, i guess i would say drugs"
71,1,""
33,0,"spends to much time worrying about other countries and not about ours"
44,1,"homeless"
51,1,"fighting"
62,0,"I KEEP TO OUR FREEDOMS AND SEE OUR COUNTRY GET OUT OF DEBT"
66,1,"medical care/get rid of hmo's"
37,0,"rising interest rates"
29,1,"well fare issues"
58,1,"teenagers (how) need more discipline"
32,1,"violence"
47,1,""
32,0,"lets see, relationships with other countries,  trade and those kind of things."
50,1,"racial"
37,1,"drugs (elab) no"
37,0,"oil prices"
41,0,"violence"
38,1,"environmental issues"
38,1,"drugs, people are killing because of it"
58,1,"over worked & under paid"
50,1,"homelesness"
24,1,"guns"
66,1,"our morals and children killing children"
18,0,"gun control and all the shooting"
41,0,"LACK OF EDUCATION"
40,0,"inflation"
60,1,"gun control"
24,1,"i think the market is growing your farmer"
49,1,"gun control"
33,0,"gun control"
52,0,"leadership"
83,0,"live and let live - i think we should not get into arguing with people about wha"
28,1,"wellfare"
24,0,"school system,wdiolence"
22,1,"LACK OF FUNDING FOR PUBLIC SCHOOLS"
28,1,"NRA and poverty for those not going ahead, middle class problems (people arenot "
20,1,"there's a fair # of people who are closed mided about other peoples beliefs and "
22,0,"THE MORALITY PROBLEM MORALITY HAS SEMED TO DECREASE AND I THINK WENEED TO GET BA"
34,1,"crime"
65,0,"we've gotten away from morals and christian standards, we'd like to see it get b"
40,1,"way tv for kids is between sex and violence, wrestling, violent  programs"
39,0,"drugs (elab) how easy it is for the children to get them."
22,0,"welfare"
38,1,"the lack of integrety in congress"
30,0,"crime and violence"
33,1,""
86,0,"we dont get enough fuel the arabs are giving us the business"
45,0,"The breakdown of the family"
76,1,""
44,0,"MORAL BREAK DOWN"
38,1,"inadequate insurance or medical care for everyone"
48,1,"people without food and no place to stay"
59,1,""
59,1,"elections"
84,0,"sin"
46,1,"unequal opportunity"
60,0,"morales of the country"
50,0,"political corruption"
46,1,"racism"
67,1,""
66,1,""
59,1,"health care univeras"
42,1,"crime"
42,1,"gas prices"
38,0,"social security for the elderly"
33,0,"took the bible out of school"
73,1,""
44,1,""
71,1,"politics as they are, and special interests"
32,0,"abthy, lack of interest in politics, belief we don't have any say in it"
38,0,"lack of education"
68,1,"congress"
67,0,""
24,1,""
48,0,"moral decline"
76,1,"debt/and medicare prescription"
34,1,"crime by kids"
27,1,"education"
66,0,"big government..."
24,1,"education"
31,1,"education/taxes/too many taxes national halth care"
40,0,"lack of leadership at the presidental level"
34,0,"healthcare"
21,1,""
24,1,"earben poor"
46,0,"violence"
75,0,"clinton"
28,0,"lack of family values"
42,0,"guns weapons"
52,1,"lack of direction"
42,1,"unemployment"
22,1,"RACISM"
67,0,"welfare state"
69,0,"morality"
60,0,"democrats controling the country"
34,0,"social security is not stable"
42,1,"materialism"
62,0,"way children are being brought up"
47,1,"unemploynent"
57,0,"moral decline"
18,1,"education"
22,1,"violence in the streets"
70,1,"health care"
79,0,"the fact that gore might be elected president"
38,0,"big government"
35,1,"education"
87,0,"doing fairly well"
82,0,"guncontrol"
25,1,"economia"
49,1,""
26,0,"Liberals"
85,1,"teenagers"
68,0,"i want to get some honest polititions in office"
36,1,""
40,0,"breakdown in the family unit"
64,1,"the crime. the court system is not doing their job"
58,1,"rights of the people"
29,1,"loss of morals & values"
50,1,"affordable housing for our children who cannot afford a 1 bedroom appt."
37,1,"crime involing children"
47,1,"natinal det"
34,0,"taxes"
24,0,"Corruption"
76,1,"morality"
67,1,"dirty politics"
78,1,"Well I think we have to educate our population."
36,1,"education of children/economics"
78,0,"The king makers in New York - people that control  politics|Counsil; Afaon relat"
70,0,"crime"
35,1,"violence"
55,1,"racisim"
92,1,"There are so many, to begin with we are letting in too many immigrants. Guns, to"
47,1,"race"
46,0,""
44,1,"guns"
52,0,"taxes"
65,0,"no problems"
65,0,"economics we spend to much money in space research"
34,1,"violence in schools and drugs"
42,0,"violence (elab) overall violence today in our society."
88,0,"crime"
62,0,"we lost the element(structure) that our country was built on"
18,1,"education"
66,0,"safety"
26,1,""
49,0,"morals"
57,1,"civil rights"
41,0,"lack of morality"
24,1,"education"
53,0,"inflation, gas prices, high interest rates"
29,0,"government"
52,1,"finances"
57,0,"health education ande social security"
24,0,"government regulations"
62,1,"morals"
30,0,"inheritance tax"
65,1,"tax money the way that is is used is not supporting us"
47,1,"too little time spent with kids by poarents"
28,0,""
32,0,"al gore"
32,0,"education"
40,1,"violence"
42,0,"racism\"
75,1,"violence in the schools and in our streets"
65,1,"th e whole issue of not having a community oriented political philosiphy and tha"
68,0,"drugs and alchohl"
44,1,"drugs"
70,0,"teenage bahvior"
38,1,"health care"
70,0,"economy"
45,0,"drugs:the whole system the corruption"
37,1,"education"
71,1,"health care"
43,0,"moral decline"
39,1,"too many guns. the law is not tough enough.  they get away too easy."
25,1,"homelessness"
36,0,"health care"
44,1,"families"
46,0,"gas and heating oil prices and lack of anyone doing anything about it"
24,0,"money issues and healt care"
18,1,"kids killing kids."
45,0,"Drugs"
25,0,""
23,1,""
57,0,"moriality"
51,1,"violence in schools"
41,1,"safety"
56,0,"government inntervention"
83,1,"health insurance"
81,0,"too many"
74,1,"crime and education and social security and medicare"
45,0,"lack of education"
49,1,"gun control"
18,0,"violence"
21,1,"NOT ENOUGH MONEY FOR COLLEGE"
47,1,"education"
42,0,"government"
30,1,"welfare"
30,1,"i'd say maybe i think maybe money in the campaign system in the electoral system"
37,0,"honesty in government"
29,1,"lack of parental supervison"
75,1,"HEALTHCARE,MEDICINE"
29,1,"violence"
45,1,"the lack of commitment to the education of our youth"
53,1,"ntional debt"
47,1,"MONEY (WHAT)DONT MAKE ENOUGH WAGES BANK INTEREST TOO LOW LOAN INTEREST TOO HIGH"
52,1,"healthcare"
38,0,"violence"
52,1,"crime..."
28,1,"the violance (expound) you cant relax because its very dangerous"
52,1,"the gang in neighborhoods and drugs"
47,0,"drugs"
28,0,"the government"
27,0,"taxes"
67,1,"child molestation"
51,1,"economy"
62,0,"PEOPLE ARE NOT ATTENDING SPIRITUAL THINGS"
50,1,"faith in our political processes"
21,0,"el que no mucho trabajo"
24,1,"poverty"
60,1,"jobs.health benifits"
27,0,"violance, police and ghettos"
22,0,"gun violence"
82,1,"to much taxes on people"
32,1,"school violence"
65,1,"finances"
18,0,"gangs"
43,1,"education"
25,1,""
36,0,""
74,0,"CHILDREN"
54,0,"I CAN'T THINK OF JUST ONE"
53,1,"education"
40,1,"parents not having ability to manage kids"
29,1,"the animal abuse and neglect animals in shelters"
34,0,"family is coming apart"
31,0,"total lack of morals"
59,0,"deficit"
45,0,"narcotics,speifically methemphetamine"
48,0,"gun control"
49,0,"govwrnment"
18,1,"more money for people who need help, like Medicaid"
69,0,"gasoline prices and better insurance for seniors"
91,0,"social security"
72,1,"inability to provide an economic safety net for the poorest 20% in our country"
48,1,"jobs"
39,0,"jobs"
60,1,"Gun issues with children."
56,0,"taxes"
67,1,"all the imported materials coming into the country if the products were made her"
24,0,"wellfare"
30,1,"privicay violation"
31,0,""
60,0,"moral"
45,1,"more money"
53,1,""
64,1,"social security and medicare"
31,1,"violence on t.v."
40,1,"our children shooting other children"
37,1,"firearms , violence, kids w/guns"
30,1,"drugs"
48,0,"CRIME AND VIOLENCE"
20,1,"education system, for example in terms if what is being taught when it comes to "
50,1,"our ability to maintain our position as a world leader."
30,1,"violence"
68,0,"the president of the united states"
19,1,"hatered racism"
77,0,"increase in gas prices"
53,1,"who will be president"
50,0,"families falling apart"
55,1,"drugs"
28,0,"i dont know"
25,1,"violence"
27,0,"lack of military"
25,1,"educatoion"
74,0,"lack of military perpareness"
52,1,"gas prices"
63,0,"gun control"
50,0,"em,dical system"
38,0,"morals"
33,0,"economy"
40,0,""
81,0,"squander to much money"
49,1,"drugs"
50,1,"a laclk of communication between patients and doctors."
48,0,"greed"
62,0,"National defense."
49,1,"gas"
31,1,"education(mean)i think they need to be a little more stricker, players involved "
19,1,"welfare issues"
40,0,"job security"
30,0,"gun control"
54,0,"national debt"
30,1,"drugs"
69,0,"CHANGES IN POLITICS"
41,1,"children.  the lack of respectthat they have, the lack ofparental guidance they "
34,1,"education"
79,0,"schools w/guns and kids"
42,1,"guns"
25,1,"I just think economy is good - it's so many terrorist activities going on. And s"
66,0,"well there are a lot of them the most important long term is the social security"
53,1,"changes in the way children are raised"
68,0,"negative influence of media on morals of children"
51,0,"internantional terrorism"
28,0,"education"
67,1,"crime"
39,1,"children"
53,0,"crime"
51,1,"the environment"
48,0,"juvnille violence"
41,1,"health care"
49,0,"lack of morals"
38,1,"POOR QUALITY OF EDUCATION"
53,1,"drugs"
50,0,"pornagrahy"
45,1,"DEFICIT OR HEALTH CARE PROBLEMS"
43,0,"the law(spec)still letting criminals go and letting them go to easily"
40,0,"the moral disintergration of society the loss of the family and its effects on k"
18,0,"violence"
58,0,"no family values; the lack of moral fiber in the country"
38,1,"violence|and money"
71,0,"ALL THIS RIOTING AND FIGHTING AND DISTURBANCE"
25,0,"lack of ethics in our leaders"
43,1,"education"
59,0,"abortion"
60,1,"youth problems"
75,1,"poverty"
40,1,"ecomony and education"
55,1,"EDUCATION"
67,0,"taxes"
65,0,"the president"
68,0,"youth"
47,1,"the issue of education"
81,1,"violance"
70,0,"honesty"
36,1,"poverty"
24,1,""
43,1,"education, lack of good education"
50,0,"FUEL PRICES"
18,1,"drugs and violeNCE"
74,1,"gas prices"
74,1,"I would imagine getting our young people educated"
21,1,""
20,0,"empl;oyment"
23,1,"enviromental problems"
61,1,"health care"
18,1,"aids"
61,0,"gas prices"
67,1,"drug problems"
73,0,"Crime"
59,0,"neglect of the elderly"
43,0,"lack of family values"
62,0,"the government"
24,0,"taxes"
80,0,"donot extend the usa all over the world"
43,1,""
70,0,"I dont really car"
48,1,"family values"
35,0,"morality"
72,1,""
44,1,"the gangs"
31,1,"violence"
40,1,""
68,1,"our children all the violence it's unreal it's waking up from a nightmare."
54,0,"lack of morals"
36,0,"lack of hope"
56,0,"medical care"
30,0,"violence"
75,1,"health care: prices are going up; prices are going up: seems to be out of contro"
35,0,"lack of moral and spiritual value"
29,0,"lack of education"
26,0,"drugs"
42,1,"education"
21,1,"disease and poverty"
29,1,"potential war"
51,0,"economy"
79,0,"guns  shooting in the schools"
23,0,"poverty"
73,1,"crooked politicians"
27,0,"education"
27,1,"drugs"
43,1,"violence in schools"
