V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,custom1,gc,quota,Q32,Q1,Q2,Q22,Q4,Q3,Q24,Q5,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q3.0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q8,Q7_1.0,Q7_2.0,Q7_3.0,Q7_4.0,Q7_5.0,Q7_6.0,Q7_7.0,Q7_8.0,Q7_9.0,Q7_10.0,Q7_11,Q7_12,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q5.0,Q4_1.0,Q4_2.0,Q4_3.0,Q4_4.0,Q4_5.0,Q4_6.0,Q4_7.0,Q4_8.0,Q4_9.0,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q9_1.0,Q9_2.0,Q9_3.0,Q9_4.0,Q9_5.0,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1.0,Q10_2.0,Q10_3.0,Q10_4.0,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q11_1.0,Q11_2.0,Q11_3.0,Q11_4.0,Q11_5.0,Q11_6.0,Q12_1,Q12_2,Q12_3,hugrev,enjoytouchrev,shdnotbeuncomfrev,liketouchrev,showemorev,likebetouchedrev,touchpersrev,touchICK,okdoctouchrev,undoctouchrev,docshdtouchrev,prefdoctouchrev,docICK
R_cRSbtME98dmstX7,Default Response Set,Anonymous, , ,74.132.78.199,0,12/16/2013,12/16/2013,1,5001934bd9b7e3-91c6-4a50-81c0-e586c5e01b94,1, ,1,1,21,1,1,july 2013,2 1/2 hours,2,6,1,5,3,5,7,5,4,5,5,5,4,4,3,8,8,5,6,6,4,6,6,6,2,11,11,3,2,9,11,11,2,2,10,4,2,10,10,3,10,6,8,2,3,6,8,2,7,3,3,6,3,7,6,2,6,3,5,3,4,6,7,3,6,3,3,7,2,9,2,4,8,6,7,6,7,3,1,3,1,4,4,7,7,6,4,4,5,3,5,4,5,1,4,3,4,4,7,4,3,4,5,4,6,5,4,3,1,3,3,4,3,3,4,1,3,4,4,5,3,4,5,4,5,2,5,5,5,5,4,5,4,4,5,4,4,5,3,4,4,3, ,1, , ,3,3,5,4,4,3,4,4,3,4,1,1,1,1, , ,1,1, , ,4,3,4,2,2,2,1, , ,6,10,7,9,8,9,9,6.84615384615385,4,4,7,6,5.1
R_ctBryahxCVnay6F,Default Response Set,Anonymous, , ,69.49.85.91,0,12/13/2013,12/13/2013,1,500193b7cce5b6-5198-403c-8438-18638b7bc5f3,1, ,1,2,27,3,1,10 months,0,3,7,1,3,6,1,1,4,5,1,1,1,1,1,1,8,10,9,9,9,9,2,9,8,2,10,10,8,2,10,10,10,2,2,9,9,2,8,9,2,8,2,3,2,6,6,5,3,3,1,6,10,10,10,9,4,6,2,6,4,4,6,9,4,6,3,3,6,6,5,6,7,5,4,2,7,5,6,6,6,1,4,4,5,6,6,3,6,5,4,4,6,4,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,2,4,4,4,2,2,1,1,3,1,1,1,1,1,1,1, , , ,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1, , ,1,1, , ,3,1,5,1,1,1, , ,1,3,8,6,8,8,8,9,6.30769230769231,4,2,3,3,5.1
R_cvDqmd9VdK0vxYh,Default Response Set,Anonymous, , ,108.88.82.61,0,12/16/2013,12/16/2013,1,5001936c1e82c8-b03a-452f-b136-bb4e4a1b902b, , ,1,2,51,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_cvjhQmnRGDVPGqp,Default Response Set,Anonymous, , ,98.110.27.217,0,12/16/2013,12/16/2013,1,5001938bb341f3-2d22-4467-ade8-a5214cb2e768, , ,1,2,63,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_cvSBRXbN6Rb9CjH,Default Response Set,Anonymous, , ,71.181.167.182,0,12/16/2013,12/16/2013,1,50019308c3c01a-99f3-4b60-9c6b-82282c089d9f,1, ,1,1,43,3,1,november 2013,0,1,7,1,2,1,1,3,5,1,1,1,1,1,1,1,11,11,11,6,2,2,2,6,2,2,11,11,2,1,11,1,11,2,2,11,2,2,11,1,1,1,11,11,1,2,2,11,2,11,11,2,2,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,2,2,11,2,2,11,11,2,2,11,11,2,2,1,4,4,7,7,7,1,1,1,7,1,7,7,1,1,7,7,7,7,7,1,7,7,2,7,1,4,1,1,4,1,1,1,7,4,1,7,7,7,1,1,7,4,1,7,1,1,4,5,5,1,1,1,5,5,1,1,5,1,5,5,1, ,1, ,1,5,1,5,5,5,5,5,5,5,3,1,1, , ,1, , , ,1, ,1,5,1,1,5,1,1, , ,1,1,1,1,1,1,1,1.46153846153846,1,1,1,6,2.5
R_cvwuNpaqzvPKq0t,Default Response Set,Anonymous, , ,184.15.49.253,0,12/16/2013,12/16/2013,1,500193465448c5-a266-4ef3-bc74-a1c144763325,1, ,1,1,46,3,1,10/25/2013,1,2,2,5,1,1,7,7,1,6,1,7,1,1,7,1,10,11,9,9,8,8,10,9,9,9,10,8,4,7,8,10,7,3,6,8,8,9,7,8,7,4,4,2,7,6,8,4,9,6,8,9,2,11,9,7,4,9,4,4,4,5,10,10,1,8,1,4,9,8,6,4,6,6,10,2,8,10,9,7,8,1,3,4,4,5,5,5,4,5,5,4,2,2,1,4,6,5,4,4,6,5,5,4,6,5,5,4,5,5,5,4,4,5,3,4,1,7,3,5,6,4,5,6,5,4,4,4,5,4,4,5,5,2,5,5,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , ,1,1,1, ,1,5,2,1,1,1, , ,1,5,8,8,8,7,11,8,7.46153846153846,2,1,3,3,6.2
R_cvzE1LbXnCNO5cF,Default Response Set,Anonymous, , ,68.102.23.61,0,12/16/2013,12/16/2013,1,500193fbb77b06-be62-4495-8282-0265f3baa901,1, ,1,1,26,3,1,2,1,7,1,1,1,1,1,7,6,1,7,7,7,7,7,7,7,9,8,11,8,7,8,8,7,7,8,7,7,4,7,5,8,6,8,8,8,7,8,6,6,5,7,7,9,7,8,8,5,6,9,8,10,7,8,9,5,6,8,7,4,6,9,7,9,5,7,7,8,8,7,6,5,9,8,9,9,6,5,7,8,1,3,5,3,5,5,3,4,5,3,5,4,4,1,7,3,4,5,3,4,5,5,4,5,4,5,4,3,5,4,3,5,1,7,1,1,6,4,3,4,5,3,5,4,4,4,2,3,3,4,4,3,4,3,4,3,3,2,4,4,4,3, , , ,1,4,2,3,2,4,2,3,3,4,2,1,1, , , , ,1,1, , ,1,2,3,3,4,3,1, , ,3,7,5,8,6,3,5,6.07692307692308,5,3,4,1,5.8
R_cwsELjwodNDpOLP,Default Response Set,Anonymous, , ,71.200.192.18,0,12/16/2013,12/16/2013,1,500193756e64a2-d968-4411-b1b9-884739cdb571, , ,1,2,43,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_cx96n1jeDydSMQJ,Default Response Set,Anonymous, , ,66.254.236.23,0,12/13/2013,12/13/2013,1,50019317631954-db6a-4c4b-a638-2d5f7b59e46d,1, ,1,2,20,3,1,1 month,0,7,5,2,2,2,5,2,2,2,4,1,6,1,1,1,8,9,9,8,3,3,3,3,7,4,11,11,3,2,9,11,10,2,3,7,7,7,10,5,5,7,5,7,7,3,2,10,3,8,9,3,3,11,11,11,10,3,2,6,10,9,2,2,9,2,2,8,2,4,8,4,4,8,11,8,3,11,9,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,1,5,5,2,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,2,4,4,2,4,4,2,2,2,2,1, , , ,4,4,4,4,4,4,4,4,4,4,1,1,1,1, , ,1,1, , ,1,1,4,1,1,1, , ,1,1,2,6,2,3,3,4,2.61538461538462,4,3,3,4,3.7
R_cYJlAxQoYlrEYqp,Default Response Set,Anonymous, , ,50.67.68.162,0,12/16/2013,12/16/2013,1,500193e4e8df0e-44c3-4f7f-93bb-f9a3af919125,1, ,1,1,41,3,2,Dec 2013,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,7,7,2,2,5,2,2,11,11,11,2,11,11,11,2,2,11,2,2,11,11,2,11,2,11,2,2,2,11,2,6,11,2,2,2,2,3,3,10,2,10,3,2,10,10,3,11,2,2,3,2,11,2,2,11,2,1,2,2,11,1,2,1,7,7,1,3,7,7,7,1,1,1,1,7,1,2,1,7,1,1,7,7,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,7,1,1,1,6,1,7,3,3,4,4,4,3,3,2,4,3,3,2,3,3,1,1,1,1, , , ,1,1,4,1,1,1,5,5,1,2,1, ,1, , , , , , , ,4,1,1,2,2,5,1, , ,9,9,2,9,10,9,10,7.92307692307692,1,1,1,5,2.8
R_czLGtjCaT7BQk5f,Default Response Set,Anonymous, , ,107.217.26.103,0,12/13/2013,12/13/2013,1,500193fb15757e-4525-477d-b519-da5385c884bb,1, ,1,2,37,3,1,4 months,2,7,7,1,4,1,6,7,7,6,7,6,7,7,7,7,9,10,9,8,8,8,6,7,8,6,9,10,10,6,9,9,9,8,6,9,9,9,10,9,8,10,8,8,9,9,10,9,9,6,10,10,9,9,10,8,7,9,7,9,8,7,9,9,7,8,6,7,9,9,7,9,9,6,8,8,7,8,9,9,8,1,5,5,6,5,6,6,4,5,5,4,4,4,1,6,4,5,6,6,5,5,6,5,6,6,6,6,5,4,5,6,3,3,7,1,1,5,5,6,4,4,5,5,5,6,4,5,4,5,4,4,4,2,2,2,2,2,4,2,2,2,2,1,1,1,1,5,4,4,4,4,5,4,4,4,5,1,1, ,1,1,1, , ,1, ,2,1,2,1,1,1,1, , ,4,5,3,4,5,5,5,6.07692307692308,3,2,3,4,5.5
R_d05JvzL8Yrujj81,Default Response Set,Anonymous, , ,68.200.197.159,0,12/16/2013,12/16/2013,1,5001939fa952eb-8692-48f4-b2f8-fac253347fd9,1, ,1,1,63,3,1,2000,1,6,1,1,1,1,7,7,3,7,1,1,1,1,7,1,6,8,8,6,6,6,2,8,6,6,9,8,2,1,8,1,9,2,2,6,6,1,9,1,3,1,2,6,1,7,9,4,4,4,8,7,7,1,8,10,8,2,2,8,8,6,2,2,6,2,2,9,2,6,6,4,7,4,2,1,10,2,6,1,6,1,4,6,4,7,7,5,6,4,5,1,5,1,1,5,5,7,4,6,2,6,3,4,3,6,4,2,4,1,2,2,2,2,6,3,1,7,2,5,7,5,7,4,2,7,3,3,5,5,3,3,3,1,5,5,4,4,4,1,1,1,1,1, , , ,1,1,5,1,1,3,5,3,1,3,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,2,4,4,4,6,6,3,3.15384615384615,6,4,4,6,5.4
R_d10P5SbRanCtOrX,Default Response Set,Anonymous, , ,216.228.95.71,0,12/16/2013,12/16/2013,1,5001939077c7c8-2298-43af-b2d1-0851eea8c4e9,1, ,1,2,50,3,1,8 months ago,1 and 1/2,3,7,5,6,2,2,7,6,7,6,6,6,6,7,6,9,9,9,8,5,5,4,6,4,5,5,5,7,7,7,5,8,7,7,4,7,7,5,4,7,4,5,5,7,8,7,4,7,4,5,8,7,8,8,9,6,8,6,8,4,9,8,8,4,8,3,4,8,8,4,8,8,4,4,4,9,5,9,4,6,1,4,5,6,5,5,4,5,4,6,2,3,3,1,4,5,4,5,6,6,5,4,6,4,5,5,3,3,3,3,4,2,3,6,4,1,6,4,5,4,5,6,4,4,6,2,4,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,1, , , ,4,2,4,4,4,4,4,4,3,3,1,1, , ,1, , , , , ,1,1,3,2,1,3,1, , ,3,6,4,8,3,8,8,6.23076923076923,3,3,3,4,4.2
R_d52VSsK19oVWfPf,Default Response Set,Anonymous, , ,50.170.150.64,0,12/16/2013,12/16/2013,1,500193be7fca63-7f55-40cb-a408-064c73e816c9, , ,1,2,62,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_d5OkFEjdPXsCnOZ,Default Response Set,Anonymous, , ,76.7.232.199,0,12/16/2013,12/16/2013,1,500193afadc3c2-06e0-4751-b38e-2d525d7b6209, , ,1,2,55,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_dambbQQJ0YYfyCx,Default Response Set,Anonymous, , ,72.181.126.237,0,12/16/2013,12/16/2013,1,500193dde5f7b5-616a-451c-8f52-b2bad89ab84b, , ,1,2,23,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_dckcLwQYq0qlHNz,Default Response Set,Anonymous, , ,96.11.114.21,0,12/13/2013,12/13/2013,1,500193dcc5128f-7b17-4647-872b-c8fa02f75c0d,1, ,1,1,34,3,1,5 years,2,2,1,1,7,1,7,7,7,7,7,7,7,7,7,4,6,7,7,7,6,7,2,7,8,6,8,7,8,9,9,9,8,9,7,7,8,7,9,8,9,7,7,11,8,8,8,8,7,7,8,9,8,7,7,10,9,9,4,9,10,9,4,3,11,2,2,10,3,7,7,9,8,7,9,7,9,7,8,7,8,1,5,6,6,6,4,5,6,5,5,4,4,2,1,5,4,5,4,5,4,5,5,5,5,4,5,5,4,4,5,5,4,4,3,2,1,5,4,3,4,5,5,4,4,5,4,4,3,2,3,3,4,3,3,4,4,3,2,4,3,4,4,1,1,1, ,4,3,4,3,4,3,3,4,4,5,1,1,1, , , , , , , ,3,4,2,2,3,3,1, , ,2,3,3,2,3,1,2,3.07692307692308,6,5,5,5,5.7
R_dd0We0eiXpVW7Qh,Default Response Set,Anonymous, , ,69.247.87.42,0,12/16/2013,12/16/2013,1,500193c5a924ec-8311-4bd7-9718-342bade21361,1, ,1,2,72,3,1,6-2013,2,1,3,3,1,1,1,7,3,5,2,4,7,5,5,1,11,11,11,10,4,5,1,1,1,1,11,11,4,2,11,11,11,2,2,11,8,6,11,11,2,10,3,3,3,5,7,11,2,11,11,2,8,6,5,11,5,9,2,6,4,3,5,6,3,7,2,2,8,3,11,2,2,11,11,2,2,11,2,8,2,1,3,6,7,7,7,1,3,6,3,2,4,2,1,4,6,3,1,7,2,6,7,7,2,7,5,4,3,1,7,7,3,4,5,4,1,7,7,4,5,5,6,7,6,7,1,1,1,1,1,1,1,3,5,5,2,4,5,1,1,1,1, ,1, , ,1,1,5,1,1,1,4,2,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,7,6,8,9,9,10,6.23076923076923,1,1,1,2,1.8
R_dg3y21jcioif93v,Default Response Set,Anonymous, , ,173.87.124.22,0,12/16/2013,12/16/2013,1,50019306d46a69-0310-4f71-993c-6fcaeb8afde0,1, ,1,2,22,3,1,November 2013,0,4,7,6,5,2,1,2,4,3,2,1,1,3,1,1,7,10,9,4,6,8,5,7,8,5,10,11,6,2,7,8,10,4,2,5,11,11,10,6,4,8,2,2,7,2,2,11,3,7,10,6,2,11,11,8,2,4,2,2,3,2,6,8,3,5,2,5,9,2,9,3,2,10,7,10,2,10,10,10,3,1,4,3,6,6,5,1,7,3,6,1,7,6,1,7,7,1,6,6,7,4,6,7,5,1,2,5,3,1,5,2,1,1,7,2,1,1,6,7,5,4,2,4,2,6,1,4,5,5,5,2,4,2,5,5,4,5,2,4,1,1,1,1, , ,1,4,5,5,5,4,5,2,4,5,5,1,1,1,1, , , , , , ,2,3,1,4,2,4, , ,1,4,10,10,9,10,9,7,6.61538461538461,5,2,3,8,5.7
R_dgKVY4dA8SCj6sZ,Default Response Set,Anonymous, , ,24.160.140.94,0,12/16/2013,12/16/2013,1,5001931f56fa5f-273b-4452-a10d-3ad130a49b81,1, ,1,1,50,1,1,11/2000,2,1,1,1,1,1,6,7,1,1,6,6,7,7,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1, , ,3,3,3,3,3,3,3,3,3,3,1,1, , , , , , , , ,3,3,3,3,3,3, , ,1,11,11,11,11,11,11,11,6.38461538461539,11,11,11,11,5
R_dhGEw4VGrZquXGZ,Default Response Set,Anonymous, , ,173.30.240.45,0,12/16/2013,12/16/2013,1,50019344695823-4e80-4934-858d-595fe96ede67,1, ,1,1,70,3,1,2 mts,1,4,1,1,1,1,7,7,7,7,2,3,7,7,7,2,11,11,1,1,2,2,2,1,2,2,11,11,2,1,11,11,11,2,1,11,2,2,11,11,2,11,10,10,2,2,2,11,2,11,11,2,2,10,10,11,10,6,2,11,10,7,2,2,7,2,2,7,2,2,11,2,2,11,11,2,2,11,2,1,2,1,6,6,7,6,4,4,4,3,1,4,7,2,1,7,1,7,1,7,4,6,4,1,7,7,4,1,1,1,4,1,1,1,7,1,1,6,5,5,6,7,6,6,5,6,1,1,1,5,1,1,1,1,5,4,4,5,5,1,1,1,1,1, , , ,1,1,5,5,5,1,5,5,1,4,1,1, , , , ,1, , , ,1,3,1,1,1,1, , ,1,1,2,1,2,5,5,5,2.84615384615385,1,1,11,11,3.5
R_djuP5UYin2k9Ro9,Default Response Set,Anonymous, , ,184.156.110.85,0,12/16/2013,12/16/2013,1,500193469a4743-c604-4f3a-bdc0-6632c3fe0bc4,1, ,1,2,60,3,1,1 mo,3,4,7,7,7,7,7,7,7,7,7,2,7,2,7,2,3,9,9,9,3,2,3,3,2,7,11,11,2,2,11,11,11,2,3,11,2,9,9,11,2,11,9,5,2,9,3,3,3,3,11,9,3,9,9,11,9,3,3,7,7,9,3,3,7,3,3,9,3,7,9,7,7,9,7,3,3,9,9,9,3,1,4,4,4,4,4,4,3,4,6,3,2,4,1,2,4,4,6,6,4,4,4,4,4,6,6,2,6,6,6,4,2,2,6,2,1,6,4,4,6,6,6,4,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1, , , ,2,2,2,2,2,2,4,4,4,3,1,1, , ,1, , , , , ,2,2,5,1,1,1,1, , ,1,3,5,5,3,5,3,3.30769230769231,9,3,3,3,3.8
R_dpAlDLkDo9CyXTT,Default Response Set,Anonymous, , ,209.200.39.55,0,12/16/2013,12/16/2013,1,500193aeb67da1-3608-46cf-982a-b53eda2ff7fc,1, ,1,1,39,3,1,3,1,5,7,7,7,5,7,7,6,6,6,6,7,7,7,6,8,11,7,11,4,4,2,3,2,4,8,7,5,3,7,8,8,4,6,2,4,4,9,6,3,7,4,4,2,4,5,9,5,7,7,5,6,7,7,8,8,5,3,8,8,8,4,5,7,5,2,8,3,4,8,4,5,8,8,6,5,8,6,1,3,1,3,5,6,5,6,3,4,6,5,1,2,3,1,6,5,3,5,6,5,4,3,6,2,7,5,4,2,2,4,3,3,4,3,4,1,4,2,5,6,4,6,5,4,5,3,2,2,3,2,2,2,3,4,4,3,4,4,4,2,2,3,1, , , ,5,4,4,4,4,5,4,4,4,5,1,1, ,1,1, , , , , ,2,4,2,2,2,2, , ,1,4,4,4,4,4,5,4,4.07692307692308,4,1,5,1,3
R_e3QysMcOylNIXDT,Default Response Set,Anonymous, , ,172.129.18.14,0,12/16/2013,12/16/2013,1,500193ff7a3972-70ba-4bf0-9e9a-158b33d556b8,1, ,1,1,23,3,2,last month,1,4,7,7,7,6,6,7,7,7,7,7,7,7,7,7,8,11,9,9,10,6,9,10,6,6,11,10,6,2,11,11,11,7,10,9,10,10,9,11,9,9,10,9,11,9,9,8,11,11,9,10,9,9,3,4,2,9,6,7,4,4,10,10,2,8,8,4,8,8,8,8,9,8,11,4,2,11,9,1,2,1,5,6,5,6,5,5,5,6,6,6,7,6,1,5,5,3,7,7,2,4,5,7,4,7,6,6,5,5,6,5,6,6,5,3,1,7,6,5,6,6,5,6,5,5,1,1,1,1,4,4,4,5,5,4,4,5,4,5,4,4,5,1, ,1,1,4,4,3,4,4,3,4,5,3,3,1,1,1,1,1, , , , , ,3,3,3,3,3,3, , ,1,8,10,5,8,8,10,8,8.30769230769231,4,1,3,3,5.8
R_e8QQEwJpyfz9oEd,Default Response Set,Anonymous, , ,209.247.226.59,0,12/16/2013,12/16/2013,1,50019313f46251-4505-4dea-856d-0493e6820508,1, ,1,1,47,3,1,November 2013,2,5,7,7,6,5,6,7,7,7,7,1,6,3,3,1,11,11,11,11,1,2,2,2,2,2,10,11,2,2,11,11,11,2,2,11,2,2,11,11,2,11,11,11,2,2,2,11,2,11,11,2,2,2,2,11,11,2,2,11,1,1,2,2,11,2,2,7,2,2,11,2,2,11,7,1,2,11,2,1,2,1,5,5,1,7,7,1,3,3,1,1,7,5,1,4,1,1,1,1,7,4,3,1,1,1,7,1,1,1,1,1,1,1,7,1,1,5,4,5,4,7,1,7,7,4,3,3,4,4,4,3,3,1,4,4,5,4,5,4,4,5,5,1, , , ,3,3,3,3,3,3,3,5,3,4,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,1,1,11,11,1,5,3.30769230769231,1,1,1,1,1.5
R_e9dDej2H8DykTd3,Default Response Set,Anonymous, , ,70.209.137.87,0,12/16/2013,12/16/2013,1,5001931d93bec9-b41e-4bc6-ac4b-bb2adc70f4ea,1, ,1,2,69,3,1,6 months,1,2,6,1,1,1,1,7,4,4,1,1,6,6,6,1,10,10,10,10,2,2,2,3,2,2,9,10,6,2,10,10,10,3,2,9,8,2,9,6,2,9,8,9,5,3,8,9,3,8,9,6,3,3,8,10,9,2,2,9,8,6,3,3,6,2,2,9,3,4,8,4,4,8,9,3,3,9,9,6,3,1,4,4,6,5,4,4,4,5,7,1,3,4,1,5,4,3,6,4,6,5,4,6,4,5,4,2,3,1,5,6,3,2,6,4,1,4,4,4,5,5,5,4,4,5,3,3,3,4,3,3,3,1,4,4,3,4,4,1,1,1,1,1, , , ,1,1,4,1,1,1,1,1,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,2,3,3,4,6,6,3,3.15384615384615,2,2,2,2,2.1
R_e9yvbUkGFpO3JOJ,Default Response Set,Anonymous, , ,74.69.3.22,0,12/16/2013,12/16/2013,1,5001934645dc68-13dd-4e4d-84b9-71cea2c61696, , ,1,2,38,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_eA18DWbp7ciHf5H,Default Response Set,Anonymous, , ,205.141.0.1,0,12/13/2013,12/13/2013,1,5001930891562f-9464-490a-94af-f2ebd2f5c783,1, ,1,1,44,3,1,3 months,3,7,7,1,7,1,4,7,7,6,6,6,7,7,7,6,11,11,11,11,7,4,2,2,2,2,10,10,10,2,11,11,10,2,2,11,8,8,11,11,2,11,8,6,2,3,10,9,2,7,11,6,9,5,5,6,11,2,2,11,11,6,2,2,11,2,2,11,2,3,8,3,2,8,11,2,2,11,6,1,6,1,3,3,4,7,7,3,7,4,7,1,1,1,1,1,4,7,4,6,6,4,5,5,5,7,7,1,2,1,7,1,2,1,5,1,1,6,5,4,6,6,5,4,4,7,2,3,4,4,4,3,3,3,5,5,5,5,4,3,3,3,3,1, , , ,5,5,4,4,3,4,3,2,4,4,1,1, , ,1,1, , , , ,3,1,3,1,1,1, , ,1,6,1,1,1,6,1,1,2.23076923076923,1,1,1,1,2.3
